student_id,faculty,major,current_semester,gpa,interest_area,elective_code,elective_name,elective_term,course_difficulty,ects,success_probability,passed,gpa_risk
216339420,"School of Social Sciences, Business and Law",Economics,8,2.36,Data Analysis,ECO210,Microeconomics,3,Easy,5,0.5,0,High
233100123,School of Education and Humanities,Physics,7,2.79,"Statistics, Data Analysis, Education",PHY330,Electrodynamics,6,Hard,3,0.47,1,Medium
242978562,School of IT and Applied Mathematics,Information Systems,1,2.18,"Statistics, Artificial Intelligence, Programming",INF320,Information Security,6,Hard,3,0.28,1,High
235807163,School of Education and Humanities,Pedagogy and Psychology,8,3.26,"Data Analysis, Education",EDU210,Educational Psychology,3,Easy,5,0.74,1,Low
232992162,School of Education and Humanities,Mathematics,4,2.69,"Statistics, Programming",MAT330,Topology,6,Hard,5,0.35,0,Medium
249549611,"School of Social Sciences, Business and Law",Economics,8,2.5,"Finance, Machine Learning",ECO410,Econometrics,7,Hard,3,0.43,0,Medium
206708259,"School of Social Sciences, Business and Law",Finance,6,2.07,"Data Analysis, Finance",FIN410,Risk Management,7,Easy,3,0.36,0,High
225127987,"School of Social Sciences, Business and Law",Economics,6,2.44,"Research, Business",ECO330,Macroeconomics,5,Easy,4,0.52,0,High
226432916,School of Education and Humanities,Physics,6,3.97,Data Analysis,PHY310,Quantum Mechanics,5,Easy,5,0.75,0,Low
231313845,"School of Social Sciences, Business and Law",Economics,2,2.74,"Finance, Programming, Data Analysis",ECO410,Econometrics,7,Easy,3,0.46,0,Medium
208184099,School of Education and Humanities,Pedagogy and Psychology,7,2.28,"Machine Learning, Statistics, Data Analysis",EDU330,Teaching Methodologies,5,Hard,5,0.39,1,High
245342938,School of IT and Applied Mathematics,Information Systems,1,3.5,Artificial Intelligence,INF340,Enterprise Systems,7,Hard,4,0.48,1,Low
243216388,School of Education and Humanities,Physics,2,3.94,"Artificial Intelligence, Data Analysis",PHY410,Statistical Physics,7,Easy,5,0.64,0,Low
235523986,School of Education and Humanities,Physics,8,2.0,Research,PHY410,Statistical Physics,7,Medium,5,0.45,0,High
204924222,"School of Social Sciences, Business and Law",Economics,3,2.5,"Machine Learning, Finance, Data Analysis",ECO210,Microeconomics,3,Medium,5,0.53,1,Medium
224081718,"School of Social Sciences, Business and Law",Economics,7,2.12,"Business, Statistics, Law",ECO330,Macroeconomics,5,Hard,3,0.37,0,High
228473839,School of Education and Humanities,Mathematics,6,2.1,"Law, Finance",MAT410,Functional Analysis,7,Medium,4,0.36,0,High
206191004,School of Education and Humanities,Mathematics,2,3.57,"Research, Law",MAT310,Abstract Algebra,5,Medium,3,0.59,0,Low
241221423,School of IT and Applied Mathematics,Information Systems,7,3.34,"Machine Learning, Artificial Intelligence",INF305,Database Systems,5,Easy,3,0.65,0,Low
234244519,School of Education and Humanities,Mathematics,4,3.05,"Data Analysis, Research",MAT410,Functional Analysis,7,Medium,4,0.51,1,Low
226239480,School of IT and Applied Mathematics,Statistics and Data Science,8,2.53,"Business, Machine Learning, Programming",SDS305,Applied Statistics,5,Easy,5,0.53,1,Medium
242758334,"School of Social Sciences, Business and Law",International Law,5,3.51,"Education, Programming, Statistics",LAW330,Human Rights Law,5,Medium,3,0.68,1,Low
205614381,"School of Social Sciences, Business and Law",International Law,5,2.54,"Finance, Programming",LAW210,International Public Law,3,Medium,5,0.53,1,Medium
231329856,"School of Social Sciences, Business and Law",Finance,8,2.61,"Law, Education",FIN220,Corporate Finance,4,Medium,5,0.54,1,Medium
244532025,School of Education and Humanities,Mathematics,5,2.6,"Machine Learning, Education",MAT310,Abstract Algebra,5,Medium,5,0.54,0,Medium
208315398,School of IT and Applied Mathematics,Information Systems,8,2.82,Finance,INF320,Information Security,6,Medium,5,0.57,0,Medium
248275537,"School of Social Sciences, Business and Law",Economics,6,3.65,"Programming, Data Analysis",ECO410,Econometrics,7,Easy,3,0.6,1,Low
235728850,School of Education and Humanities,Physics,5,2.78,Law,PHY410,Statistical Physics,7,Easy,4,0.47,0,Medium
211552103,School of Education and Humanities,Physics,7,3.95,"Business, Data Analysis",PHY410,Statistical Physics,7,Medium,4,0.74,1,Low
245807166,School of Education and Humanities,Pedagogy and Psychology,8,3.94,"Research, Artificial Intelligence, Data Analysis",EDU410,Inclusive Education,7,Medium,5,0.74,1,Low
238495317,School of Education and Humanities,Mathematics,4,2.34,Finance,MAT410,Functional Analysis,7,Hard,4,0.3,0,High
248069181,School of IT and Applied Mathematics,Computer Science,6,3.1,"Artificial Intelligence, Machine Learning, Programming",CSS350,Software Engineering,5,Hard,3,0.52,0,Low
221521541,School of IT and Applied Mathematics,Statistics and Data Science,4,2.1,"Data Analysis, Business, Programming",INF376,Natural Language Processing,7,Hard,3,0.27,0,High
219916726,School of Education and Humanities,Pedagogy and Psychology,6,3.56,"Machine Learning, Statistics, Artificial Intelligence",EDU410,Inclusive Education,7,Medium,4,0.58,0,Low
242313613,School of IT and Applied Mathematics,Information Systems,6,2.32,"Business, Artificial Intelligence",INF305,Database Systems,5,Medium,3,0.5,0,High
239619548,"School of Social Sciences, Business and Law",International Law,1,3.75,Data Analysis,LAW330,Human Rights Law,5,Hard,5,0.51,1,Low
242662557,School of IT and Applied Mathematics,Information Systems,7,3.85,Research,INF340,Enterprise Systems,7,Medium,5,0.73,1,Low
242435418,School of Education and Humanities,Physics,6,3.39,"Research, Finance",PHY310,Quantum Mechanics,5,Easy,3,0.66,1,Low
205669143,School of Education and Humanities,Pedagogy and Psychology,8,3.68,Data Analysis,EDU210,Educational Psychology,3,Hard,3,0.6,0,Low
215259899,School of IT and Applied Mathematics,Statistics and Data Science,4,3.09,"Research, Machine Learning",SDS306,Simulation Modeling,5,Hard,3,0.41,0,Low
218574492,School of IT and Applied Mathematics,Computer Science,8,2.14,"Finance, Law, Machine Learning",CSS210,Data Structures,3,Hard,5,0.37,0,High
206031557,"School of Social Sciences, Business and Law",International Law,2,2.79,"Data Analysis, Finance",LAW410,International Arbitration,7,Hard,5,0.37,0,Medium
247808877,School of IT and Applied Mathematics,Statistics and Data Science,7,2.06,Education,INF376,Natural Language Processing,7,Easy,4,0.46,1,High
226381404,School of Education and Humanities,Pedagogy and Psychology,8,2.06,"Finance, Law",EDU410,Inclusive Education,7,Hard,3,0.36,0,High
225777835,School of Education and Humanities,Physics,2,2.89,"Statistics, Machine Learning",PHY310,Quantum Mechanics,5,Medium,4,0.48,0,Medium
207128712,"School of Social Sciences, Business and Law",Management,1,3.04,"Machine Learning, Artificial Intelligence",MGT210,Principles of Management,3,Easy,5,0.51,1,Low
238433860,School of IT and Applied Mathematics,Computer Science,8,3.43,Artificial Intelligence,CSS330,Operating Systems,5,Hard,3,0.56,1,Low
204604925,School of Education and Humanities,Mathematics,3,2.7,Education,MAT410,Functional Analysis,7,Easy,3,0.46,1,Medium
224603370,School of Education and Humanities,Pedagogy and Psychology,3,3.61,Machine Learning,EDU210,Educational Psychology,3,Hard,3,0.59,0,Low
224144588,School of IT and Applied Mathematics,Statistics and Data Science,1,2.36,"Law, Machine Learning",CSS421,Computer Vision,7,Medium,3,0.4,1,High
226065148,School of IT and Applied Mathematics,Statistics and Data Science,6,2.39,"Data Analysis, Statistics, Research",CSS324,Introduction to Machine Learning,7,Easy,5,0.41,1,High
224998710,"School of Social Sciences, Business and Law",International Law,1,2.33,"Research, Machine Learning, Programming",LAW210,International Public Law,3,Easy,3,0.4,0,High
247903617,School of IT and Applied Mathematics,Information Systems,8,2.4,"Data Analysis, Business",INF320,Information Security,6,Medium,4,0.51,0,High
233265850,"School of Social Sciences, Business and Law",Finance,7,3.85,Statistics,FIN410,Risk Management,7,Easy,3,0.73,1,Low
248276854,"School of Social Sciences, Business and Law",Finance,7,2.28,"Statistics, Machine Learning",FIN220,Corporate Finance,4,Hard,4,0.39,1,High
236447195,"School of Social Sciences, Business and Law",Economics,5,3.66,"Programming, Education",ECO330,Macroeconomics,5,Hard,5,0.6,1,Low
207917457,"School of Social Sciences, Business and Law",International Law,8,3.8,"Business, Law, Programming",LAW410,International Arbitration,7,Hard,5,0.62,1,Low
223292693,School of IT and Applied Mathematics,Information Systems,6,2.18,"Education, Business, Artificial Intelligence",INF320,Information Security,6,Hard,4,0.38,0,High
208717232,School of Education and Humanities,Mathematics,1,3.95,"Research, Data Analysis, Law",MAT310,Abstract Algebra,5,Hard,3,0.54,0,Low
213177059,School of Education and Humanities,Pedagogy and Psychology,5,3.42,Finance,EDU410,Inclusive Education,7,Hard,3,0.46,0,Low
218465101,School of IT and Applied Mathematics,Statistics and Data Science,1,3.69,Education,SDS306,Simulation Modeling,5,Hard,3,0.5,0,Low
244490107,"School of Social Sciences, Business and Law",Economics,6,3.89,Education,ECO210,Microeconomics,3,Easy,4,0.73,1,Low
231098568,School of IT and Applied Mathematics,Information Systems,5,2.12,"Business, Data Analysis",INF320,Information Security,6,Easy,3,0.37,0,High
244210445,School of IT and Applied Mathematics,Computer Science,1,2.7,"Statistics, Programming, Research",CSS210,Data Structures,3,Easy,4,0.46,0,Medium
224412234,"School of Social Sciences, Business and Law",Finance,5,2.88,Data Analysis,FIN410,Risk Management,7,Medium,4,0.48,0,Medium
246977428,"School of Social Sciences, Business and Law",Economics,7,2.49,"Business, Artificial Intelligence",ECO410,Econometrics,7,Hard,3,0.42,0,High
228039808,"School of Social Sciences, Business and Law",Finance,7,3.98,Statistics,FIN330,Investment Analysis,6,Medium,3,0.75,1,Low
238497201,"School of Social Sciences, Business and Law",Finance,5,2.69,"Law, Finance, Artificial Intelligence",FIN220,Corporate Finance,4,Hard,5,0.55,1,Medium
248507366,"School of Social Sciences, Business and Law",Finance,5,2.0,Statistics,FIN330,Investment Analysis,6,Medium,5,0.35,1,High
213088652,"School of Social Sciences, Business and Law",Finance,1,3.23,Education,FIN330,Investment Analysis,6,Hard,3,0.43,1,Low
216250259,School of IT and Applied Mathematics,Computer Science,3,3.58,"Statistics, Education, Artificial Intelligence",CSS439,Distributed Systems,7,Medium,5,0.59,0,Low
217996264,School of Education and Humanities,Pedagogy and Psychology,4,2.59,"Machine Learning, Research, Business",EDU330,Teaching Methodologies,5,Medium,3,0.44,1,Medium
229960246,"School of Social Sciences, Business and Law",Economics,2,2.27,"Data Analysis, Finance, Statistics",ECO410,Econometrics,7,Easy,4,0.39,1,High
231343739,School of IT and Applied Mathematics,Computer Science,2,3.82,"Business, Data Analysis",CSS330,Operating Systems,5,Easy,3,0.62,0,Low
214265357,School of Education and Humanities,Mathematics,7,3.42,"Business, Research",MAT330,Topology,6,Hard,3,0.56,0,Low
222164804,School of IT and Applied Mathematics,Information Systems,1,3.73,"Finance, Education, Artificial Intelligence",INF305,Database Systems,5,Hard,4,0.51,0,Low
201158195,School of Education and Humanities,Pedagogy and Psychology,4,2.24,"Business, Research, Law",EDU330,Teaching Methodologies,5,Medium,5,0.39,1,High
231184220,School of IT and Applied Mathematics,Statistics and Data Science,4,3.75,"Programming, Machine Learning",SDS306,Simulation Modeling,5,Medium,3,0.61,1,Low
221303156,School of Education and Humanities,Physics,4,3.69,"Machine Learning, Research, Programming",PHY310,Quantum Mechanics,5,Hard,5,0.5,0,Low
248435914,School of IT and Applied Mathematics,Statistics and Data Science,7,3.5,"Law, Research",CSS324,Introduction to Machine Learning,7,Medium,4,0.68,1,Low
234593957,School of Education and Humanities,Physics,3,2.89,"Education, Programming",PHY410,Statistical Physics,7,Easy,4,0.48,0,Medium
246862603,School of Education and Humanities,Pedagogy and Psychology,7,3.82,"Data Analysis, Research",EDU330,Teaching Methodologies,5,Medium,4,0.72,1,Low
231004447,School of Education and Humanities,Pedagogy and Psychology,3,3.07,Artificial Intelligence,EDU210,Educational Psychology,3,Hard,3,0.51,0,Low
205155911,"School of Social Sciences, Business and Law",Management,7,2.27,"Data Analysis, Research, Machine Learning",MGT210,Principles of Management,3,Hard,5,0.39,0,High
245520214,School of IT and Applied Mathematics,Computer Science,3,3.41,Research,CSS210,Data Structures,3,Easy,4,0.66,0,Low
242923537,School of Education and Humanities,Pedagogy and Psychology,8,2.84,Research,EDU410,Inclusive Education,7,Hard,5,0.48,1,Medium
211943412,School of IT and Applied Mathematics,Information Systems,1,2.17,"Artificial Intelligence, Law",INF340,Enterprise Systems,7,Hard,4,0.28,1,High
226906784,School of Education and Humanities,Pedagogy and Psychology,8,3.89,Law,EDU330,Teaching Methodologies,5,Easy,3,0.73,1,Low
216040750,School of IT and Applied Mathematics,Information Systems,6,2.2,"Programming, Education",INF305,Database Systems,5,Easy,4,0.48,1,High
212304804,School of IT and Applied Mathematics,Statistics and Data Science,4,3.21,"Education, Business",SDS306,Simulation Modeling,5,Easy,5,0.53,0,Low
219830737,School of Education and Humanities,Pedagogy and Psychology,2,3.77,"Machine Learning, Statistics",EDU330,Teaching Methodologies,5,Medium,4,0.62,0,Low
213498257,School of IT and Applied Mathematics,Computer Science,4,3.63,"Education, Programming",CSS439,Distributed Systems,7,Hard,3,0.49,0,Low
203136001,School of Education and Humanities,Pedagogy and Psychology,6,2.75,"Machine Learning, Research, Programming",EDU410,Inclusive Education,7,Hard,5,0.36,0,Medium
242911368,School of Education and Humanities,Pedagogy and Psychology,4,3.48,"Finance, Artificial Intelligence, Law",EDU330,Teaching Methodologies,5,Hard,3,0.47,0,Low
211996919,"School of Social Sciences, Business and Law",Management,2,2.33,"Artificial Intelligence, Law, Research",MGT320,Project Management,5,Hard,3,0.3,0,High
215233809,School of IT and Applied Mathematics,Statistics and Data Science,7,2.8,"Statistics, Data Analysis, Artificial Intelligence",SDS305,Applied Statistics,5,Hard,5,0.57,0,Medium
214676785,"School of Social Sciences, Business and Law",Economics,7,2.31,"Education, Programming",ECO210,Microeconomics,3,Hard,3,0.4,0,High
236812480,School of Education and Humanities,Pedagogy and Psychology,4,2.5,"Research, Business",EDU210,Educational Psychology,3,Medium,4,0.53,0,Medium
204905547,"School of Social Sciences, Business and Law",Economics,4,3.68,"Statistics, Finance",ECO210,Microeconomics,3,Hard,4,0.6,0,Low
239316883,School of IT and Applied Mathematics,Information Systems,1,2.34,"Statistics, Research, Machine Learning",INF305,Database Systems,5,Medium,4,0.4,0,High
237001835,School of IT and Applied Mathematics,Statistics and Data Science,6,3.17,"Business, Statistics, Machine Learning",CSS421,Computer Vision,7,Medium,5,0.53,1,Low
204982815,"School of Social Sciences, Business and Law",Management,5,2.88,"Programming, Artificial Intelligence",MGT410,Strategic Management,7,Medium,3,0.48,1,Medium
224821656,"School of Social Sciences, Business and Law",International Law,6,3.49,"Research, Finance, Business",LAW330,Human Rights Law,5,Medium,5,0.67,1,Low
213851927,"School of Social Sciences, Business and Law",Management,7,3.41,Business,MGT320,Project Management,5,Hard,5,0.56,0,Low
215305103,School of Education and Humanities,Physics,2,2.23,Statistics,PHY330,Electrodynamics,6,Hard,5,0.28,0,High
216271637,"School of Social Sciences, Business and Law",Finance,1,2.09,"Law, Statistics",FIN220,Corporate Finance,4,Easy,3,0.36,0,High
204888146,School of Education and Humanities,Pedagogy and Psychology,6,3.66,Data Analysis,EDU410,Inclusive Education,7,Medium,4,0.6,0,Low
238043146,School of Education and Humanities,Pedagogy and Psychology,8,2.06,Programming,EDU410,Inclusive Education,7,Hard,5,0.36,0,High
228807623,"School of Social Sciences, Business and Law",Finance,4,2.14,"Education, Artificial Intelligence",FIN220,Corporate Finance,4,Medium,3,0.47,0,High
207311887,School of Education and Humanities,Mathematics,6,2.46,Programming,MAT410,Functional Analysis,7,Easy,5,0.42,1,High
239321831,School of Education and Humanities,Mathematics,3,3.68,Law,MAT310,Abstract Algebra,5,Hard,4,0.5,1,Low
201597907,School of IT and Applied Mathematics,Information Systems,1,2.75,Law,INF320,Information Security,6,Easy,4,0.46,0,Medium
223950564,School of Education and Humanities,Pedagogy and Psychology,2,4.0,"Artificial Intelligence, Business",EDU210,Educational Psychology,3,Medium,4,0.65,0,Low
225636009,School of IT and Applied Mathematics,Statistics and Data Science,4,3.41,Machine Learning,SDS306,Simulation Modeling,5,Easy,3,0.56,0,Low
207004792,School of Education and Humanities,Mathematics,8,3.07,"Programming, Research, Statistics",MAT410,Functional Analysis,7,Easy,5,0.61,1,Low
236957541,"School of Social Sciences, Business and Law",Management,8,2.77,"Business, Machine Learning",MGT320,Project Management,5,Medium,3,0.57,1,Medium
209119706,"School of Social Sciences, Business and Law",Economics,2,3.17,Research,ECO210,Microeconomics,3,Easy,3,0.53,1,Low
233486535,School of IT and Applied Mathematics,Information Systems,7,2.49,Data Analysis,INF340,Enterprise Systems,7,Medium,3,0.52,0,High
234679397,School of IT and Applied Mathematics,Information Systems,8,3.53,Machine Learning,INF340,Enterprise Systems,7,Easy,4,0.68,0,Low
245645503,School of Education and Humanities,Physics,8,3.63,"Data Analysis, Artificial Intelligence, Statistics",PHY310,Quantum Mechanics,5,Hard,5,0.59,1,Low
243167090,"School of Social Sciences, Business and Law",Economics,3,2.47,"Business, Statistics, Law",ECO330,Macroeconomics,5,Hard,5,0.32,1,High
244811931,School of Education and Humanities,Pedagogy and Psychology,8,2.75,"Data Analysis, Finance",EDU330,Teaching Methodologies,5,Easy,5,0.56,1,Medium
248775922,School of Education and Humanities,Physics,5,3.74,Artificial Intelligence,PHY330,Electrodynamics,6,Medium,5,0.61,1,Low
209987469,School of Education and Humanities,Physics,6,2.98,"Finance, Data Analysis",PHY410,Statistical Physics,7,Medium,4,0.5,1,Medium
209522331,School of IT and Applied Mathematics,Statistics and Data Science,2,3.2,"Business, Machine Learning, Statistics",INF376,Natural Language Processing,7,Easy,4,0.53,1,Low
237415608,School of IT and Applied Mathematics,Computer Science,1,2.53,"Data Analysis, Statistics",CSS350,Software Engineering,5,Hard,4,0.33,0,Medium
215040828,"School of Social Sciences, Business and Law",International Law,7,2.7,"Programming, Business, Artificial Intelligence",LAW210,International Public Law,3,Hard,4,0.46,0,Medium
201022784,School of Education and Humanities,Pedagogy and Psychology,3,2.38,"Data Analysis, Business",EDU330,Teaching Methodologies,5,Easy,3,0.41,0,High
245435451,School of Education and Humanities,Physics,8,3.77,Law,PHY310,Quantum Mechanics,5,Hard,4,0.62,1,Low
221137769,School of Education and Humanities,Physics,1,3.64,"Law, Artificial Intelligence",PHY330,Electrodynamics,6,Hard,5,0.5,0,Low
244655364,School of IT and Applied Mathematics,Statistics and Data Science,8,2.73,Law,CSS324,Introduction to Machine Learning,7,Easy,3,0.56,1,Medium
215898798,School of IT and Applied Mathematics,Statistics and Data Science,4,3.3,"Statistics, Law, Programming",CSS421,Computer Vision,7,Medium,3,0.55,1,Low
208950778,School of Education and Humanities,Physics,1,3.15,"Machine Learning, Artificial Intelligence",PHY330,Electrodynamics,6,Easy,5,0.52,0,Low
228660200,School of IT and Applied Mathematics,Information Systems,8,2.04,Artificial Intelligence,INF320,Information Security,6,Easy,4,0.46,0,High
213222939,School of IT and Applied Mathematics,Information Systems,3,3.42,"Research, Artificial Intelligence, Data Analysis",INF305,Database Systems,5,Medium,3,0.56,1,Low
205658141,School of IT and Applied Mathematics,Statistics and Data Science,5,3.98,"Business, Education, Data Analysis",SDS306,Simulation Modeling,5,Medium,3,0.75,1,Low
208042015,School of Education and Humanities,Physics,4,2.94,Business,PHY310,Quantum Mechanics,5,Medium,5,0.49,0,Medium
232174042,"School of Social Sciences, Business and Law",Management,7,3.65,"Programming, Statistics, Research",MGT210,Principles of Management,3,Easy,4,0.7,0,Low
236242034,School of IT and Applied Mathematics,Computer Science,2,3.65,"Education, Artificial Intelligence, Machine Learning",CSS439,Distributed Systems,7,Medium,4,0.6,1,Low
213340371,School of IT and Applied Mathematics,Statistics and Data Science,4,2.46,"Education, Machine Learning, Research",CSS421,Computer Vision,7,Medium,5,0.42,1,High
241660625,School of IT and Applied Mathematics,Statistics and Data Science,1,2.8,Research,SDS305,Applied Statistics,5,Easy,4,0.47,1,Medium
246958790,School of IT and Applied Mathematics,Statistics and Data Science,7,2.92,"Research, Finance",CSS324,Introduction to Machine Learning,7,Medium,3,0.59,1,Medium
211896617,"School of Social Sciences, Business and Law",International Law,8,3.91,"Research, Machine Learning",LAW210,International Public Law,3,Easy,3,0.74,1,Low
246377860,"School of Social Sciences, Business and Law",Management,3,3.88,"Statistics, Artificial Intelligence",MGT410,Strategic Management,7,Easy,4,0.63,1,Low
231506384,School of Education and Humanities,Physics,1,3.96,Data Analysis,PHY330,Electrodynamics,6,Medium,5,0.64,1,Low
212869818,"School of Social Sciences, Business and Law",Management,4,3.71,"Business, Data Analysis",MGT410,Strategic Management,7,Easy,5,0.61,1,Low
222035149,School of Education and Humanities,Pedagogy and Psychology,7,3.02,Business,EDU410,Inclusive Education,7,Easy,4,0.6,1,Low
205034844,"School of Social Sciences, Business and Law",Finance,4,2.8,"Machine Learning, Statistics",FIN330,Investment Analysis,6,Hard,3,0.37,1,Medium
237957319,"School of Social Sciences, Business and Law",Economics,7,3.76,"Education, Machine Learning, Programming",ECO210,Microeconomics,3,Hard,5,0.61,1,Low
247370460,School of Education and Humanities,Mathematics,4,3.13,Machine Learning,MAT310,Abstract Algebra,5,Easy,3,0.52,1,Low
205983175,School of IT and Applied Mathematics,Computer Science,6,3.24,"Data Analysis, Business, Machine Learning",CSS210,Data Structures,3,Easy,5,0.64,0,Low
201079774,"School of Social Sciences, Business and Law",Finance,4,2.72,"Education, Statistics",FIN220,Corporate Finance,4,Easy,4,0.56,0,Medium
229039539,School of IT and Applied Mathematics,Computer Science,8,2.69,"Programming, Research, Data Analysis",CSS330,Operating Systems,5,Medium,4,0.55,1,Medium
214364961,School of IT and Applied Mathematics,Computer Science,6,3.56,Law,CSS330,Operating Systems,5,Easy,3,0.68,1,Low
225370077,"School of Social Sciences, Business and Law",International Law,1,2.2,"Education, Law, Finance",LAW410,International Arbitration,7,Medium,4,0.38,0,High
213269985,School of Education and Humanities,Physics,8,2.53,"Education, Programming, Artificial Intelligence",PHY310,Quantum Mechanics,5,Easy,3,0.53,1,Medium
212671515,"School of Social Sciences, Business and Law",Finance,3,3.01,Research,FIN330,Investment Analysis,6,Easy,5,0.5,0,Low
232860359,School of Education and Humanities,Mathematics,3,3.12,"Machine Learning, Statistics, Programming",MAT410,Functional Analysis,7,Medium,5,0.52,1,Low
241095867,School of Education and Humanities,Mathematics,4,3.64,"Artificial Intelligence, Statistics",MAT410,Functional Analysis,7,Hard,5,0.5,1,Low
217094699,"School of Social Sciences, Business and Law",Finance,7,2.18,Artificial Intelligence,FIN220,Corporate Finance,4,Medium,4,0.48,1,High
205236793,School of IT and Applied Mathematics,Statistics and Data Science,5,2.76,Business,INF376,Natural Language Processing,7,Hard,3,0.36,0,Medium
204398860,"School of Social Sciences, Business and Law",Management,1,3.64,"Business, Data Analysis",MGT320,Project Management,5,Easy,4,0.6,1,Low
216156387,School of IT and Applied Mathematics,Computer Science,8,2.78,Machine Learning,CSS330,Operating Systems,5,Medium,3,0.57,1,Medium
239155712,"School of Social Sciences, Business and Law",International Law,4,3.95,Artificial Intelligence,LAW210,International Public Law,3,Hard,3,0.64,0,Low
201481675,"School of Social Sciences, Business and Law",Finance,4,3.12,"Machine Learning, Programming",FIN410,Risk Management,7,Medium,5,0.52,1,Low
226907626,"School of Social Sciences, Business and Law",Management,5,3.96,"Statistics, Research, Business",MGT320,Project Management,5,Easy,5,0.74,1,Low
221982570,"School of Social Sciences, Business and Law",Economics,2,3.56,"Programming, Business, Law",ECO330,Macroeconomics,5,Hard,3,0.48,1,Low
207567279,School of Education and Humanities,Pedagogy and Psychology,3,2.94,"Education, Artificial Intelligence",EDU330,Teaching Methodologies,5,Hard,3,0.39,0,Medium
242574642,School of IT and Applied Mathematics,Information Systems,7,3.41,Business,INF340,Enterprise Systems,7,Hard,3,0.56,1,Low
239731468,"School of Social Sciences, Business and Law",Economics,4,3.43,Artificial Intelligence,ECO210,Microeconomics,3,Medium,4,0.66,1,Low
236912775,School of Education and Humanities,Mathematics,5,3.47,"Law, Business, Statistics",MAT310,Abstract Algebra,5,Hard,3,0.57,1,Low
236757257,"School of Social Sciences, Business and Law",Management,7,2.51,Law,MGT410,Strategic Management,7,Hard,3,0.43,1,Medium
233495080,"School of Social Sciences, Business and Law",Finance,3,2.62,"Law, Machine Learning, Business",FIN220,Corporate Finance,4,Easy,4,0.44,0,Medium
226423955,"School of Social Sciences, Business and Law",Finance,6,3.19,"Law, Machine Learning",FIN410,Risk Management,7,Easy,4,0.53,1,Low
211678249,School of Education and Humanities,Mathematics,5,2.87,"Business, Artificial Intelligence, Programming",MAT310,Abstract Algebra,5,Medium,3,0.58,0,Medium
235841352,"School of Social Sciences, Business and Law",Finance,3,3.63,"Statistics, Programming, Finance",FIN410,Risk Management,7,Medium,5,0.59,0,Low
233198125,School of Education and Humanities,Mathematics,5,2.06,Business,MAT330,Topology,6,Medium,5,0.36,0,High
223528151,School of Education and Humanities,Pedagogy and Psychology,6,3.86,Education,EDU330,Teaching Methodologies,5,Easy,3,0.73,1,Low
235956718,"School of Social Sciences, Business and Law",Management,3,3.19,Research,MGT410,Strategic Management,7,Easy,5,0.53,1,Low
213116655,School of IT and Applied Mathematics,Statistics and Data Science,2,3.26,"Statistics, Artificial Intelligence, Education",CSS421,Computer Vision,7,Medium,4,0.54,0,Low
206758073,School of Education and Humanities,Mathematics,1,2.62,"Data Analysis, Research, Law",MAT310,Abstract Algebra,5,Medium,4,0.44,0,Medium
234553956,School of IT and Applied Mathematics,Statistics and Data Science,7,2.4,"Data Analysis, Statistics",SDS306,Simulation Modeling,5,Medium,3,0.51,1,High
247506802,"School of Social Sciences, Business and Law",Management,2,3.55,"Law, Data Analysis, Statistics",MGT410,Strategic Management,7,Medium,4,0.58,0,Low
238037537,"School of Social Sciences, Business and Law",Finance,3,3.79,"Machine Learning, Research, Law",FIN330,Investment Analysis,6,Hard,3,0.52,0,Low
225500488,School of IT and Applied Mathematics,Information Systems,3,2.04,"Law, Data Analysis, Statistics",INF305,Database Systems,5,Medium,5,0.36,1,High
208113725,School of Education and Humanities,Physics,8,3.98,"Research, Programming, Machine Learning",PHY310,Quantum Mechanics,5,Hard,3,0.65,0,Low
234284485,School of IT and Applied Mathematics,Information Systems,7,3.52,"Business, Research",INF305,Database Systems,5,Easy,3,0.68,0,Low
218254639,School of Education and Humanities,Physics,3,2.48,Finance,PHY310,Quantum Mechanics,5,Hard,5,0.32,1,High
214267676,School of Education and Humanities,Mathematics,8,3.22,Research,MAT330,Topology,6,Medium,3,0.63,1,Low
237537895,School of Education and Humanities,Mathematics,7,2.47,Data Analysis,MAT310,Abstract Algebra,5,Hard,3,0.42,0,High
207214100,School of Education and Humanities,Physics,5,3.59,"Research, Data Analysis, Statistics",PHY310,Quantum Mechanics,5,Easy,5,0.69,1,Low
206342553,"School of Social Sciences, Business and Law",Management,1,3.11,"Finance, Education, Research",MGT210,Principles of Management,3,Medium,5,0.52,0,Low
241466148,"School of Social Sciences, Business and Law",International Law,1,3.77,"Machine Learning, Education",LAW330,Human Rights Law,5,Hard,3,0.52,0,Low
247613383,"School of Social Sciences, Business and Law",Management,6,2.61,Data Analysis,MGT410,Strategic Management,7,Easy,4,0.44,0,Medium
212298724,"School of Social Sciences, Business and Law",Finance,2,3.14,"Machine Learning, Statistics, Finance",FIN220,Corporate Finance,4,Hard,4,0.52,1,Low
205131754,"School of Social Sciences, Business and Law",Management,7,2.9,"Data Analysis, Finance, Machine Learning",MGT210,Principles of Management,3,Medium,3,0.58,1,Medium
207778911,"School of Social Sciences, Business and Law",Management,1,3.8,"Research, Education",MGT320,Project Management,5,Medium,3,0.62,1,Low
222817164,"School of Social Sciences, Business and Law",Management,8,3.84,"Business, Education, Research",MGT210,Principles of Management,3,Easy,3,0.73,1,Low
243786472,School of IT and Applied Mathematics,Information Systems,1,2.65,"Finance, Education, Programming",INF320,Information Security,6,Hard,3,0.35,0,Medium
